,Market,Submarket,Population,Period,Years,CAGR,NOI Cap Rate Comp.,Fixed Interest Rate,Opt. Cash Flow,Mkt Cap Rate Apr. bp,XIRR,Equity Multiple
Denver - CO USA - South Douglas County,Denver - CO,South Douglas County,3047449.0,2024-12 to 2029-12,5,0.072510309272654,0.03968359566041695,0.07039999999999999,-0.030716404339583038,85.0,0.14859054237246294,2.0157490129359714
Denver - CO USA - South Jefferson County,Denver - CO,South Jefferson County,3047449.0,2024-12 to 2029-12,5,0.07659906267158756,0.04141553638873653,0.07039999999999999,-0.02898446361126346,85.0,0.15951321662344609,2.105540788024882
Denver - CO USA - West Denver,Denver - CO,West Denver,3047449.0,2024-12 to 2029-12,5,0.07076832490530105,0.034549828484368106,0.07039999999999999,-0.035850171515631885,85.0,0.13562673351624754,1.922859240325812
Des Moines - IA USA - Ankeny/Saylorville,Des Moines - IA,Ankeny/Saylorville,706727.0,2024-12 to 2029-12,5,0.06060674373962449,0.06584150275641826,0.07039999999999999,-0.004558497243581733,120.0,0.1781692795410046,2.1501686960852897
Des Moines - IA USA - Dallas County,Des Moines - IA,Dallas County,706727.0,2024-12 to 2029-12,5,0.06148777257217386,0.06557768135813795,0.07039999999999999,-0.004822318641862042,120.0,0.1789386207185637,2.160829442844018
Des Moines - IA USA - Outlying Polk County,Des Moines - IA,Outlying Polk County,706727.0,2024-12 to 2029-12,5,0.0505036114680395,0.044717694898435405,0.07039999999999999,-0.025682305101564586,120.0,0.11656997080899023,1.7293342221408239
Des Moines - IA USA - South/East Des Moines,Des Moines - IA,South/East Des Moines,706727.0,2024-12 to 2029-12,5,0.06592576993979415,0.05958722775004749,0.07039999999999999,-0.010812772249952501,120.0,0.17499078217437702,2.1569700582023286
Des Moines - IA USA - Warren County,Des Moines - IA,Warren County,706727.0,2024-12 to 2029-12,5,0.06278305768596182,0.0576358075059767,0.07039999999999999,-0.012764192494023288,120.0,0.1658658715350272,2.08216209439526
Des Moines - IA USA - West Des Moines/Urbandale,Des Moines - IA,West Des Moines/Urbandale,706727.0,2024-12 to 2029-12,5,0.06460900391047608,0.06316327649425102,0.07039999999999999,-0.007236723505748971,120.0,0.17985560404696743,2.180474688338901
Detroit - MI USA - Birmingham/Bloomfield,Detroit - MI,Birmingham/Bloomfield,4356413.0,2024-12 to 2029-12,5,0.09100107853231565,0.07800553842565626,0.07039999999999999,0.007605538425656269,108.0,0.24946669361960794,2.8113253935620732
Detroit - MI USA - Downtown Detroit,Detroit - MI,Downtown Detroit,4356413.0,2024-12 to 2029-12,5,0.0892781173120023,0.08389717617229865,0.07039999999999999,0.013497176172298661,108.0,0.2595969348189866,2.8545539956103774
Detroit - MI USA - East Side Detroit,Detroit - MI,East Side Detroit,4356413.0,2024-12 to 2029-12,5,0.08891101932848233,0.08898904329372724,0.07039999999999999,0.01858904329372725,108.0,0.26780696163073503,2.9117464701527096
Detroit - MI USA - Lapeer County,Detroit - MI,Lapeer County,4356413.0,2024-12 to 2029-12,5,0.08362268326806888,0.036809069862657716,0.07039999999999999,-0.033590930137342274,108.0,0.16378746556715562,2.167456017656856
Detroit - MI USA - Livingston County,Detroit - MI,Livingston County,4356413.0,2024-12 to 2029-12,5,0.0911535268955439,0.07843029781147695,0.07039999999999999,0.00803029781147696,108.0,0.25101812851110306,2.819335452339534
Detroit - MI USA - Livonia/Plymouth,Detroit - MI,Livonia/Plymouth,4356413.0,2024-12 to 2029-12,5,0.08288770847021731,0.08273449536162132,0.07039999999999999,0.012334495361621331,108.0,0.24783908302618718,2.7288733948627177
Detroit - MI USA - Macomb County,Detroit - MI,Macomb County,4356413.0,2024-12 to 2029-12,5,0.09493677462878258,0.06779092618185145,0.07039999999999999,-0.0026090738181485384,108.0,0.23907657177286956,2.7538473527198626
Detroit - MI USA - Midtown Detroit,Detroit - MI,Midtown Detroit,4356413.0,2024-12 to 2029-12,5,0.0902898055347996,0.09746812946532812,0.07039999999999999,0.027068129465328133,108.0,0.2859453963958791,3.0420277774801923
Detroit - MI USA - NW Oakland County,Detroit - MI,NW Oakland County,4356413.0,2024-12 to 2029-12,5,0.0929469866278354,0.07410608037740529,0.07039999999999999,0.003706080377405302,108.0,0.24742596289446528,2.797166729240902
Detroit - MI USA - Royal Oak/Clawson/Ferndale,Detroit - MI,Royal Oak/Clawson/Ferndale,4356413.0,2024-12 to 2029-12,5,0.09162705698692042,0.09132683543130833,0.07039999999999999,0.02092683543130834,108.0,0.2764086585812191,2.988940213414122
Detroit - MI USA - Southwest Detroit,Detroit - MI,Southwest Detroit,4356413.0,2024-12 to 2029-12,5,0.09843051132188352,0.08837315253148965,0.07039999999999999,0.017973152531489664,108.0,0.2819277592893219,3.074297651238226
Detroit - MI USA - St Clair County,Detroit - MI,St Clair County,4356413.0,2024-12 to 2029-12,5,0.07938936850583,0.06643766930838588,0.07039999999999999,-0.003962330691614113,108.0,0.2114655369731684,2.4654183268829857
Detroit - MI USA - Troy/Rochester,Detroit - MI,Troy/Rochester,4356413.0,2024-12 to 2029-12,5,0.09922312225343166,0.0702514484998163,0.07039999999999999,-0.00014855150018369678,108.0,0.2504921749146294,2.8622203409711546
Dover - DE USA - North Kent County,Dover - DE,North Kent County,192156.0,2024-12 to 2029-12,5,0.06739121837716677,0.07284670276477882,0.07039999999999999,0.0024467027647788325,118.0,0.20430073549174388,2.346426280119397
Dover - DE USA - South Kent County,Dover - DE,South Kent County,192156.0,2024-12 to 2029-12,5,0.062457658558904505,0.06493574943068633,0.07039999999999999,-0.005464250569313656,118.0,0.17938467251695878,2.168225291639893
Duluth - MN USA - Douglas County,Duluth - MN,Douglas County,280245.0,2024-12 to 2029-12,5,0.06431339186480711,0.07434758960734202,0.07039999999999999,0.003947589607342025,120.0,0.20173035251910343,2.315534527794906
Duluth - MN USA - Duluth,Duluth - MN,Duluth,280245.0,2024-12 to 2029-12,5,0.061786483090342514,0.06305912009209456,0.07039999999999999,-0.007340879907905426,120.0,0.17441074860380423,2.134090556045626
Duluth - MN USA - South St Louis County,Duluth - MN,South St Louis County,280245.0,2024-12 to 2029-12,5,0.06269223914891908,0.07994092998772596,0.07039999999999999,0.009540929987725974,120.0,0.20964813015112016,2.3595280580026743
Durham - NC USA - Chapel Hill,Durham - NC,Chapel Hill,619438.0,2024-12 to 2029-12,5,0.0665221199261723,0.042946621027280696,0.07039999999999999,-0.027453378972719295,92.0,0.14357644614823872,1.958596438205366
Durham - NC USA - Downtown Durham,Durham - NC,Downtown Durham,619438.0,2024-12 to 2029-12,5,0.07278111885402816,0.0411784130369915,0.07039999999999999,-0.029221586963008493,92.0,0.1519433778218895,2.0389154810396644
Durham - NC USA - East Durham,Durham - NC,East Durham,619438.0,2024-12 to 2029-12,5,0.06642315166286838,0.04878942549825339,0.07039999999999999,-0.021610574501746603,92.0,0.15499322581785835,2.0300311814715366
Durham - NC USA - South Durham,Durham - NC,South Durham,619438.0,2024-12 to 2029-12,5,0.07662195631079727,0.04685513102899462,0.07039999999999999,-0.02354486897100537,90.0,0.16927565608677364,2.173920188239019
East Bay - CA USA - Alameda,East Bay - CA,Alameda,2808416.0,2024-12 to 2029-12,5,0.07601227784874798,0.051771587431640106,0.07039999999999999,-0.018628412568359884,91.0,0.17823907588686705,2.225148335906753
East Bay - CA USA - Berkeley,East Bay - CA,Berkeley,2808416.0,2024-12 to 2029-12,5,0.07924425384034572,0.033770103355669816,0.07039999999999999,-0.036629896644330175,91.0,0.1501183220389133,2.05461215471265
East Bay - CA USA - Downtown Oakland,East Bay - CA,Downtown Oakland,2808416.0,2024-12 to 2029-12,5,0.07802067529718837,0.029057731042525896,0.07039999999999999,-0.041342268957474095,91.0,0.1391690067221798,1.9750043667086556
East Bay - CA USA - Dublin/Pleasanton/Livermore,East Bay - CA,Dublin/Pleasanton/Livermore,2808416.0,2024-12 to 2029-12,5,0.08029501270826067,0.039676963970506636,0.07039999999999999,-0.030723036029493354,91.0,0.16304200006405,2.146302002435296
East Bay - CA USA - East Oakland,East Bay - CA,East Oakland,2808416.0,2024-12 to 2029-12,5,0.06891766516436482,0.035610111085294084,0.07039999999999999,-0.034789888914705906,91.0,0.13434075366801435,1.9058075536192711
East Bay - CA USA - Emeryville,East Bay - CA,Emeryville,2808416.0,2024-12 to 2029-12,5,0.08214278306971856,0.03453582920367999,0.07039999999999999,-0.035864170796320004,91.0,0.15703391314032555,2.1136033528990064
East Bay - CA USA - Fremont/Newark ,East Bay - CA,Fremont/Newark ,2808416.0,2024-12 to 2029-12,5,0.07564735731103989,0.04437753927917046,0.07039999999999999,-0.026022460720829532,91.0,0.1631144770098103,2.126612150937535
East Bay - CA USA - Hayward/Castro Valley/Union City ,East Bay - CA,Hayward/Castro Valley/Union City ,2808416.0,2024-12 to 2029-12,5,0.07079733701155022,0.01891241759690983,0.07039999999999999,-0.05148758240309016,91.0,0.10633264656701846,1.7278683588068804
East Bay - CA USA - Oakland Hills,East Bay - CA,Oakland Hills,2808416.0,2024-12 to 2029-12,5,0.07599885313427657,0.030833734387818352,0.07039999999999999,-0.03956626561218164,91.0,0.1386828183545885,1.963200229518009
East Bay - CA USA - Pittsburg/Antioch,East Bay - CA,Pittsburg/Antioch,2808416.0,2024-12 to 2029-12,5,0.08381736512496163,0.04103906257718603,0.07039999999999999,-0.02936093742281396,91.0,0.17208112662085684,2.2236875598365917
East Bay - CA USA - Richmond/Martinez,East Bay - CA,Richmond/Martinez,2808416.0,2024-12 to 2029-12,5,0.07553312938203627,0.03589249886315514,0.07039999999999999,-0.03450750113684485,91.0,0.14722169846861344,2.018638105924796
East Bay - CA USA - San Leandro/San Lorenzo ,East Bay - CA,San Leandro/San Lorenzo ,2808416.0,2024-12 to 2029-12,5,0.07802656206558889,0.03552722613726068,0.07039999999999999,-0.03487277386273931,91.0,0.150936893215595,2.0559724356387528
East Bay - CA USA - Walnut Creek/San Ramon,East Bay - CA,Walnut Creek/San Ramon,2808416.0,2024-12 to 2029-12,5,0.07759218945182789,0.03201624401534452,0.07039999999999999,-0.038383755984655474,91.0,0.1439573234583693,2.0047579208662434
Eau Claire - WI USA - Eau Claire ,Eau Claire - WI,Eau Claire ,175906.0,2024-12 to 2029-12,5,0.05951374030134304,0.07415367886475321,0.07039999999999999,0.0037536788647532238,120.0,0.19367263049450778,2.2368183211023647
El Paso - TX USA - Central,El Paso - TX,Central,879916.0,2024-12 to 2029-12,5,0.06135139848867888,0.02902936106565397,0.07039999999999999,-0.04137063893434602,102.0,0.10674507631011387,1.7018117730427624
El Paso - TX USA - Eastside North,El Paso - TX,Eastside North,879916.0,2024-12 to 2029-12,5,0.0659485104804467,0.07970447471706922,0.07039999999999999,0.00930447471706923,102.0,0.21442281707861,2.408802620879654
El Paso - TX USA - Eastside South,El Paso - TX,Eastside South,879916.0,2024-12 to 2029-12,5,0.07020974297555482,0.07123449267356972,0.07039999999999999,0.0008344926735697339,102.0,0.20503832835154245,2.3722484609331214
El Paso - TX USA - Northeast,El Paso - TX,Northeast,879916.0,2024-12 to 2029-12,5,0.07166639157771759,0.06360878897728854,0.07039999999999999,-0.006791211022711449,102.0,0.19253410121395587,2.300878108754756
El Paso - TX USA - Northwest El Paso County,El Paso - TX,Northwest El Paso County,879916.0,2024-12 to 2029-12,5,0.06884096698732423,0.0750185376824593,0.07039999999999999,0.004618537682459303,102.0,0.20991011336632948,2.397161446902137
El Paso - TX USA - Outlying El Paso County,El Paso - TX,Outlying El Paso County,879916.0,2024-12 to 2029-12,5,0.07118622046224976,0.04593745691149593,0.07039999999999999,-0.02446254308850406,102.0,0.15818989188397992,2.0720768435883157
El Paso - TX USA - Socorro,El Paso - TX,Socorro,879916.0,2024-12 to 2029-12,5,0.06618814264236206,0.061429471483190654,0.07039999999999999,-0.008970528516809337,102.0,0.17901919436507718,2.1842340498269985
El Paso - TX USA - Westside,El Paso - TX,Westside,879916.0,2024-12 to 2029-12,5,0.06798043871721826,0.07689295760339028,0.07039999999999999,0.00649295760339029,102.0,0.21234595911753007,2.4065755627175194
Elkhart - IN USA - Goshen,Elkhart - IN,Goshen,207367.0,2024-12 to 2029-12,5,0.0620680191210059,0.10552817977178457,0.07039999999999999,0.035128179771784576,120.0,0.2612494828319023,2.669429111535138
Elkhart - IN USA - North,Elkhart - IN,North,207367.0,2024-12 to 2029-12,5,0.07278998153228944,0.06439676607343246,0.07039999999999999,-0.006003233926567528,120.0,0.19624081545044536,2.329291626610144
Erie - PA USA - Outlying Erie County,Erie - PA,Outlying Erie County,265499.0,2024-12 to 2029-12,5,0.06047711768999253,0.05430745642033953,0.07039999999999999,-0.01609254357966046,120.0,0.154750684984019,2.0039433065516015
Eugene - OR USA - Eugene,Eugene - OR,Eugene,383799.0,2024-12 to 2029-12,5,0.07316944385079349,0.04399858865715161,0.07039999999999999,-0.02640141134284838,86.0,0.15819485522289622,2.0806014274118354
Evansville - IN USA - Central/North Vanderburgh County,Evansville - IN,Central/North Vanderburgh County,314066.0,2024-12 to 2029-12,5,0.06646886043856459,0.08493556751217972,0.07039999999999999,0.014535567512179728,120.0,0.22583271098613977,2.4825969917886703
Evansville - IN USA - Southeast Vanderburgh County,Evansville - IN,Southeast Vanderburgh County,314066.0,2024-12 to 2029-12,5,0.06267246262438086,0.08864323016558551,0.07039999999999999,0.018243230165585517,120.0,0.22735619777143934,2.4679915466067106
Evansville - IN USA - Warrick County,Evansville - IN,Warrick County,314066.0,2024-12 to 2029-12,5,0.07662465875333968,0.07139874030867258,0.07039999999999999,0.0009987403086725855,120.0,0.21655368427445265,2.4807606902018957
Evansville - IN USA - West Vanderburgh County,Evansville - IN,West Vanderburgh County,314066.0,2024-12 to 2029-12,5,0.06071553123638007,0.10177033796470933,0.07039999999999999,0.03137033796470934,120.0,0.2505479250302116,2.60100019466068
Fargo - ND USA - Fargo ,Fargo - ND,Fargo ,264348.0,2024-12 to 2029-12,5,0.05803141161860159,0.08929159396606354,0.07039999999999999,0.018891593966063547,120.0,0.22087263168086557,2.402757825842076
Fayetteville - NC USA - Hoke County,Fayetteville - NC,Hoke County,394061.0,2024-12 to 2029-12,5,0.06669423597557245,0.05542668282347625,0.07039999999999999,-0.01497331717652374,92.0,0.1683787883328507,2.11738173503696
Fayetteville - NC USA - North Cumberland County,Fayetteville - NC,North Cumberland County,394061.0,2024-12 to 2029-12,5,0.06144800664635186,0.06501430866675957,0.07039999999999999,-0.005385691333240419,92.0,0.17761652602484568,2.1531562563111653
Fayetteville - NC USA - Southwest Cumberland County,Fayetteville - NC,Southwest Cumberland County,394061.0,2024-12 to 2029-12,5,0.06848925450522247,0.05142387521839952,0.07039999999999999,-0.01897612478160047,92.0,0.16368701029070576,2.096494078256251
Fayetteville - NC USA - West Cumberland County,Fayetteville - NC,West Cumberland County,394061.0,2024-12 to 2029-12,5,0.07142339154591482,0.0528785145503534,0.07039999999999999,-0.017521485449646587,92.0,0.17174728262439598,2.1627450904755507
Flagstaff - AZ USA - Flagstaff ,Flagstaff - AZ,Flagstaff ,145630.0,2024-12 to 2029-12,5,0.07659055845358265,0.04940681619585383,0.07039999999999999,-0.020993183804146158,102.0,0.17457411745731743,2.205288977288591
Flint - MI USA - Burton/Davison,Flint - MI,Burton/Davison,398478.0,2024-12 to 2029-12,5,0.062018307417950114,0.10077022164286288,0.07039999999999999,0.03037022164286289,120.0,0.25123455766849934,2.6091640703927923
Flint - MI USA - Grand Blanc/Goodrich,Flint - MI,Grand Blanc/Goodrich,398478.0,2024-12 to 2029-12,5,0.06683711766440403,0.08775038151044266,0.07039999999999999,0.017350381510442672,120.0,0.23212105557742735,2.5237408998906328
Fond du Lac - WI USA - Suburban Fond du Lac,Fond du Lac - WI,Suburban Fond du Lac,104386.0,2024-12 to 2029-12,5,0.06299507146976158,0.08574091710231346,0.07039999999999999,0.015340917102313473,120.0,0.22148240197051083,2.4368583714250214
Fort Collins - CO USA - Fort Collins,Fort Collins - CO,Fort Collins,375752.0,2024-12 to 2029-12,5,0.08077076879717304,0.044660001603233246,0.07039999999999999,-0.025739998396766745,102.0,0.17307074397856725,2.216696715273989
Fort Collins - CO USA - Loveland,Fort Collins - CO,Loveland,375752.0,2024-12 to 2029-12,5,0.0790074366225555,0.04146193343878721,0.07039999999999999,-0.028938066561212783,102.0,0.16384028514652482,2.1467457136612738
Fort Collins - CO USA - Outlying Larimer County,Fort Collins - CO,Outlying Larimer County,375752.0,2024-12 to 2029-12,5,0.0799713657891119,0.028527550736937777,0.07039999999999999,-0.04187244926306222,102.0,0.1421912379310739,2.0014276454351574
Fort Lauderdale - FL USA - Central Fort Lauderdale,Fort Lauderdale - FL,Central Fort Lauderdale,1988704.0,2024-12 to 2029-12,5,0.07080756167121982,0.04469311131596947,0.07039999999999999,-0.025706888684030517,79.0,0.15470007846315714,2.0502950639593784
Fort Lauderdale - FL USA - Coral Springs,Fort Lauderdale - FL,Coral Springs,1988704.0,2024-12 to 2029-12,5,0.07241142682055135,0.050409762997944495,0.07039999999999999,-0.019990237002055496,79.0,0.16855495058386238,2.148190964210152
Fort Lauderdale - FL USA - Hollywood/Dania Beach,Fort Lauderdale - FL,Hollywood/Dania Beach,1988704.0,2024-12 to 2029-12,5,0.07004193832724703,0.04124854261607421,0.07039999999999999,-0.02915145738392578,79.0,0.14683570959077707,1.9946733207191603
Fort Lauderdale - FL USA - Miramar/Hallandale Beach,Fort Lauderdale - FL,Miramar/Hallandale Beach,1988704.0,2024-12 to 2029-12,5,0.06697277669666013,0.033406983387991564,0.07039999999999999,-0.03699301661200843,79.0,0.1263277913151275,1.8466455831724895
Fort Lauderdale - FL USA - Oakland Park/Lauderhill,Fort Lauderdale - FL,Oakland Park/Lauderhill,1988704.0,2024-12 to 2029-12,5,0.07056220807281566,0.041416083568785136,0.07039999999999999,-0.028983916431214854,79.0,0.1484108310873875,2.005301807906367
